sampleid	purity	PC	PoP	Euploidy	pl.tumor	pl.overall	%amp	%del	%del.loh	%cn.loh
TCGA.AJ.A5DW.01A	0.08	0.324	0.995	2	2	2	0.169	0.155	0.249	0.07
TCGA.AJ.A6NU.01A	0.37	0.351	0.0928	2	1.86	1.95	0.12	0.232	0.0181	0
TCGA.AJ.A8CT.01A	0.82	0.232	0	2	2	2	0.117	0.115	0	0
TCGA.AJ.A8CV.01A	0.71	0.0533	0	2	2	2	0.00952	0.0438	0	0
TCGA.AJ.A8CW.01A	0.38	0.312	0.217	2	2.25	2.09	0.153	0.159	0	0
TCGA.AP.A051.01A	0.72	0.126	0.0328	2	2.06	2.04	0.0392	0.0866	0	0.00412
TCGA.AP.A052.01A	0.93	0.189	0.376	2	1.87	1.88	0.0212	0.168	0.0711	0
TCGA.AP.A053.01A	0.96	0.24	0.183	2	1.96	1.96	0.11	0.129	0.0417	0
TCGA.AP.A054.01A	0.47	0.0425	0.625	2	2.07	2.03	0.0407	0.00177	0	0
TCGA.AP.A056.01A	0.69	0.169	0	2	1.99	1.99	0.0473	0.121	0	0
TCGA.AP.A059.01A	0.79	0.105	0	2	1.99	1.99	0.0186	0.0866	0	0
TCGA.AP.A05A.01A	0.98	0.252	0.14	2	2.04	2.04	0.157	0.0959	0.0352	0
TCGA.AP.A05D.01A	0.82	0.464	0.248	4	3.61	3.68	0.0965	0.368	0	0
TCGA.AP.A05H.01A	0.95	0.883	0.11	4	2.98	3.03	0.0428	0.84	0	0.00195
TCGA.AP.A05J.01A	0.97	0.306	0.259	2	1.89	1.89	0.113	0.192	0.0791	0
TCGA.AP.A05N.01A	0.93	0.0896	0.136	2	2	2	0.0305	0.0591	0	0.0122
TCGA.AP.A05O.01A	0.54	0.256	0.0365	2	2.02	2.01	0.144	0.112	0	0
TCGA.AP.A05P.01A	0.49	0.0758	0.512	2	2.08	2.04	0.0494	0.0265	0	0
TCGA.AP.A0L8.01A	0.95	0.741	0.311	4	3.45	3.48	0.171	0.57	0	0
TCGA.AP.A0L9.01A	0.96	0.74	0.397	4	4.13	4.12	0.338	0.403	0	0.0134
TCGA.AP.A0LD.01A	0.64	0.317	0.195	2	2.14	2.09	0.191	0.126	0	0
TCGA.AP.A0LE.01A	0.97	0.133	0.162	2	2.03	2.02	0.0955	0.037	0	0.0214
TCGA.AP.A0LF.01A	0.45	0.632	0.298	2	2.25	2.11	0.357	0.275	0	0.117
TCGA.AP.A0LG.01A	0.15	0.0481	0.423	2	2	2	0.0111	0.037	0.0037	0.0111
TCGA.AP.A0LH.01A	0.9	0.153	0.0854	2	2.01	2.01	0.069	0.084	0.0112	0
TCGA.AP.A0LI.01A	0.61	0.609	0.62	4	3.37	3.62	0.101	0.508	0	0
TCGA.AP.A0LJ.01A	0.65	0.0838	0.0222	2	2.04	2.02	0.0521	0.0317	0	0
TCGA.AP.A0LL.01A	0.96	0.118	0.218	2	2.06	2.06	0.0538	0.0645	0	0.0258
TCGA.AP.A0LM.01A	0.7	0.265	0	2	1.99	2	0.129	0.136	0	0
TCGA.AP.A0LN.01A	0.47	0.0538	0.758	2	2.1	2.05	0.0538	0	0	0
TCGA.AP.A0LO.01A	0.15	0.398	0.844	2	3.38	2.21	0.33	0.0685	0.0207	0.0104
TCGA.AP.A0LP.01A	0.04	0.071	1	2	2	2	0.0397	0.0313	0.0501	0.0605
TCGA.AP.A0LQ.01A	0.63	0.263	0	2	2.04	2.02	0.131	0.131	0	0
TCGA.AP.A0LS.01A	0.9	0.147	0.561	4	3.99	3.99	0.037	0.11	0	0
TCGA.AP.A0LT.01A	0.99	0.204	0	2	2	2	0.0638	0.14	0	0
TCGA.AP.A0LV.01A	0.63	0.374	0	2	2	2	0.171	0.203	0	0
TCGA.AP.A1DH.01A	0.97	0.162	0	2	2	2	0.0534	0.108	0	0
TCGA.AP.A1DK.01A	0.54	0.153	0.0128	2	1.99	1.99	0.0235	0.129	0	0.00196
TCGA.AP.A1DM.01A	0.16	0.105	0.541	2	2.12	2.02	0.0481	0.0567	0.00687	0.0103
