sampleid	purity	PC	PoP	Euploidy	pl.tumor	pl.overall	%amp	%del	%del.loh	%cn.loh
TCGA.B0.4827.01A	0.99	0.0183	0	2	2	2	0.00305	0.0153	0	0
TCGA.B0.4833.01A	0.61	0.19	0.147	2	2.03	2.02	0.103	0.0877	0	0.0261
TCGA.B0.4834.01A	0.73	0.544	0.085	2	1.86	1.9	0.154	0.391	0.0463	0
TCGA.B0.4836.01A	0.58	0.476	0.326	4	3.55	3.74	0.108	0.368	0	0
TCGA.B0.4837.01A	0.54	0.159	0.138	2	1.86	1.92	0.0278	0.131	0.0218	0
TCGA.B0.4838.01A	0.54	0.402	0.0333	2	1.92	1.96	0.107	0.295	0.0134	0
TCGA.B0.4839.01A	0.68	0.36	0.187	2	2.11	2.08	0.206	0.154	0	0.0672
TCGA.B0.4842.01A	0.97	0.0163	0.75	2	2	2	0.0108	0.00542	0	0.0122
TCGA.B0.4852.01A	0.61	0.226	0.0407	2	2	2	0.0828	0.143	0	0
TCGA.B0.4945.01A	0.25	0.23	0.18	2	1.93	1.98	0.112	0.119	0.0306	0
TCGA.B0.5075.01A	0.86	0.0955	0	2	1.96	1.97	0.00168	0.0938	0	0
TCGA.B0.5077.01A	0.51	0.448	0.219	2	2.12	2.06	0.256	0.192	0.0286	0.0348
TCGA.B0.5080.01A	0.16	0.295	0.52	2	1.94	1.99	0.139	0.155	0.0637	0.0418
TCGA.B0.5081.01A	0.54	0.299	0	2	2	2	0.104	0.195	0	0
TCGA.B0.5084.01A	0.86	0.47	0.34	2	1.66	1.71	0.0424	0.428	0.15	0.00963
TCGA.B0.5085.01A	0.59	0.177	0.00952	2	1.98	1.99	0.0676	0.11	0	0
TCGA.B0.5088.01A	0.98	0.0455	0	2	1.98	1.98	0.00506	0.0405	0	0
TCGA.B0.5092.01A	0.29	0.0291	0.188	2	2.02	2.01	0.02	0.00911	0.00364	0
TCGA.B0.5094.01A	0.72	0.231	0.268	2	1.84	1.89	0.0363	0.195	0.0468	0.00755
TCGA.B0.5095.01A	0.36	0.0305	0.375	2	2.04	2.02	0.0267	0.00381	0	0
TCGA.B0.5096.01A	0.32	0.0628	0.765	2	2.09	2.03	0.0425	0.0203	0.00555	0
TCGA.B0.5097.01A	0.27	0.232	0.207	2	1.93	1.98	0.0798	0.152	0.02	0.00798
TCGA.B0.5098.01A	0.68	0.376	0.173	2	1.79	1.86	0.0705	0.306	0.0325	0.0325
TCGA.B0.5099.01A	0.74	0.257	0.104	2	1.93	1.95	0.103	0.153	0.0267	0
TCGA.B0.5100.01A	0.61	0.161	0.0101	2	1.95	1.97	0.0585	0.102	0.00163	0
TCGA.B0.5102.01A	0.73	0.201	0.108	2	1.88	1.91	0.029	0.172	0.00362	0
TCGA.B0.5104.01A	0.23	0.0859	0.111	2	1.94	1.99	0.0267	0.0592	0.00191	0
TCGA.B0.5106.01A	0.57	0.179	0.0104	2	1.97	1.98	0.0262	0.153	0	0.00187
TCGA.B0.5107.01A	0.93	0.199	0.238	2	1.91	1.92	0.0201	0.178	0	0.0473
TCGA.B0.5108.01A	0.99	0.024	0	2	2	2	0.003	0.021	0	0
TCGA.B0.5109.01A	0.23	0.145	0.488	2	2.12	2.03	0.0814	0.0633	0.0235	0.00362
TCGA.B0.5110.01A	0.95	0.0752	0.381	2	1.98	1.98	0.0143	0.0609	0	0.0286
TCGA.B0.5115.01A	0.15	0.225	0.439	2	1.95	1.99	0.0674	0.157	0.0562	0.0175
TCGA.B0.5116.01A	0.64	0.138	0.103	2	1.95	1.97	0.0353	0.102	0.00705	0.00705
TCGA.B0.5119.01A	0.82	0.127	0.011	2	1.95	1.96	0.0321	0.0948	0.00139	0
TCGA.B0.5120.01A	0.21	0.0401	0.04	2	1.94	1.99	0.00161	0.0385	0	0
TCGA.B0.5121.01A	0.57	0.0856	0.111	2	2	2	0.0418	0.0437	0	0
TCGA.B0.5399.01A	0.55	0.405	0.00463	2	1.93	1.96	0.208	0.197	0.00188	0
TCGA.B0.5400.01A	0.2	0.322	0.265	2	2	2	0.132	0.19	0.0485	0
TCGA.B0.5402.01A	0.59	0.255	0.0438	2	1.81	1.89	0.0223	0.233	0.00559	0
TCGA.B0.5691.01A	0.99	0.0707	0	2	2	2	0.0182	0.0525	0	0
TCGA.B0.5692.01A	0.56	0.281	0.0974	2	1.92	1.96	0.0328	0.248	0.0274	0
TCGA.B0.5693.01A	0.58	0.486	0.0526	2	1.99	2	0.17	0.316	0.00731	0
TCGA.B0.5694.01A	0.6	0.441	0.0232	2	1.91	1.95	0.0716	0.37	0.0102	0
TCGA.B0.5695.01A	0.74	0.199	0.161	2	1.91	1.93	0.0177	0.181	0.0319	0
TCGA.B0.5696.01A	0.24	0.143	0.385	2	2.11	2.03	0.0787	0.0646	0.0063	0
TCGA.B0.5697.01A	0.21	0.292	0.307	2	2.06	2.01	0.154	0.138	0.0398	0
TCGA.B0.5698.01A	0.68	0.238	0.00621	2	2.02	2.02	0.129	0.109	0	0
TCGA.B0.5699.01A	0.71	0.17	0.105	2	1.94	1.96	0.0611	0.108	0.0178	0
TCGA.B0.5701.01A	0.24	0.223	0.133	2	1.67	1.92	0.0347	0.188	0.00661	0
TCGA.B0.5702.01A	0.16	0.346	0.451	2	1.89	1.98	0.119	0.228	0.0713	0.039
TCGA.B0.5703.01A	0.63	0.225	0.197	2	1.88	1.92	0.046	0.179	0.0331	0.011
TCGA.B0.5705.01A	0.56	0.401	0.0113	2	1.99	2	0.154	0.247	0.00151	0
TCGA.B0.5706.01A	0.4	0.164	0.458	2	1.93	1.97	0.0653	0.099	0.0455	0.0198
TCGA.B0.5709.01A	0.21	0.0548	0.212	2	1.96	1.99	0.00498	0.0498	0.0116	0
TCGA.B0.5710.01A	0.54	0.269	0.108	2	1.97	1.99	0.12	0.149	0.00193	0
TCGA.B0.5711.01A	0.52	0.204	0.154	2	1.97	1.98	0.114	0.09	0.00391	0
TCGA.B0.5712.01A	0.8	0.223	0.245	2	2.01	2.01	0.108	0.115	0.00137	0.0533
TCGA.B0.5713.01A	0.58	0.0809	0.0444	2	1.94	1.97	0.0108	0.0701	0.0036	0
TCGA.B0.5812.01A	0.47	0.175	0.207	2	2.01	2	0.0843	0.0904	0.00602	0
TCGA.B2.3923.01A	0.74	0.337	0.0181	2	1.68	1.76	0.0244	0.313	0.0061	0
TCGA.B2.3924.01A	0.48	0.302	0.0769	2	2	2	0.128	0.174	0.0232	0
TCGA.B2.3924.01B	0.13	0.369	0.414	2	2.1	2.01	0.211	0.159	0.0754	0.0387
TCGA.B2.4098.01A	0.53	0.298	0.0235	2	1.92	1.96	0.0982	0.2	0.00351	0
TCGA.B2.4099.01A	0.6	0.0538	0.0312	2	1.98	1.99	0.0134	0.0403	0	0
TCGA.B2.4102.01A	0.44	0.11	0.352	2	1.97	1.99	0.0488	0.061	0.0142	0
TCGA.B2.5633.01A	0.22	0.163	0.0522	2	1.67	1.93	0.0142	0.149	0	0
TCGA.B2.5633.01B	0.14	0.293	0.233	2	2	2	0.134	0.159	0.0341	0.00994
TCGA.B2.5635.01A	0.53	0.188	0.0727	2	1.97	1.98	0.0205	0.167	0	0.0137
TCGA.B2.5635.01B	0.15	0.297	0.287	2	1.95	1.99	0.121	0.176	0.0461	0.0137
TCGA.B2.5639.01A	0.54	0.367	0.205	2	2.02	2.01	0.19	0.177	0.0159	0
TCGA.B2.5641.01A	0.32	0.414	0.0673	2	1.95	1.98	0.207	0.207	0.00199	0.00199
TCGA.B2.A4SR.01A	0.56	0.346	0.0287	2	1.93	1.96	0.152	0.194	0.00993	0
TCGA.B4.5377.01A	0.7	0.191	0.0374	2	1.88	1.91	0.0179	0.174	0.00716	0
TCGA.B4.5378.01A	0.72	0.347	0	2	2	2	0.124	0.223	0	0
TCGA.B4.5832.01A	0.39	0.506	0.423	4	3.84	3.94	0.181	0.325	0	0
TCGA.B4.5834.01A	0.54	0.172	0.287	2	2.01	2.01	0.0791	0.0929	0.00593	0
TCGA.B4.5835.01A	0.53	0.354	0.246	2	1.89	1.94	0.111	0.244	0.0198	0
TCGA.B4.5836.01A	0.41	0.193	0.0101	2	1.94	1.98	0.0819	0.111	0.00195	0
TCGA.B4.5838.01A	0.54	0.583	0.433	4	3.78	3.88	0.208	0.375	0	0
TCGA.B4.5843.01A	0.83	0.254	0.654	4	4.13	4.11	0.165	0.0893	0	0
TCGA.B4.5844.01A	0.55	0.16	0.0385	2	1.97	1.98	0.0635	0.0963	0.00205	0
TCGA.B8.4143.01A	0.58	0.501	0.325	4	3.8	3.89	0.191	0.31	0	0
TCGA.B8.4146.01B	0.74	0.304	0.116	2	1.97	1.98	0.0981	0.206	0.00185	0.0296
TCGA.B8.4148.01A	0.64	0.0912	0	2	1.91	1.94	0	0.0912	0	0
TCGA.B8.4151.01A	0.85	0.137	0.203	2	1.95	1.96	0.0457	0.0915	0.0278	0
TCGA.B8.4153.01B	0.73	0.0314	0.118	2	1.98	1.98	0.00555	0.0259	0.0037	0
