sampleid	purity	PC	PoP	Euploidy	pl.tumor	pl.overall	%amp	%del	%del.loh	%cn.loh
TCGA.D7.8579.01A	0.91	0.527	0.51	2	2.14	2.13	0.306	0.221	0	0.252
TCGA.D7.A4YT.01A	0.68	0.47	0.212	2	1.84	1.89	0.0982	0.372	0.0366	0.0236
TCGA.D7.A4YU.01A	0.2	0.183	0.366	2	2.13	2.03	0.0408	0.142	0.044	0.00326
TCGA.D7.A4YV.01A	0.84	0.369	0	2	2.02	2.01	0.0897	0.279	0	0
TCGA.D7.A4YX.01A	0.63	0.179	0.124	2	1.99	2	0.0528	0.126	0	0.0221
TCGA.D7.A4YY.01A	0.81	0.181	0.125	2	1.93	1.94	0.0357	0.145	0.0167	0.00476
TCGA.D7.A6ET.01A	0.99	0.159	0	2	2	2	0.0484	0.11	0	0
TCGA.D7.A6EV.01A	0.68	0.583	0.167	2	1.98	1.98	0.183	0.4	0	0.06
TCGA.D7.A6EX.01A	0.78	0.774	0.269	2	2.73	2.57	0.601	0.173	0.0216	0.053
TCGA.D7.A6EY.01A	0.21	0.146	0.195	2	2.02	2	0.0481	0.098	0.00891	0.00178
TCGA.D7.A6EZ.01A	0.63	0.501	0.138	2	1.98	1.99	0.154	0.347	0.0207	0.0242
TCGA.D7.A6F0.01A	0.75	0.84	0.429	4	4.28	4.21	0.456	0.384	0	0
TCGA.D7.A6F2.01A	0.72	0.596	0.245	4	4	4	0.262	0.333	0	0
TCGA.D7.A747.01A	0.15	0.212	0.707	2	2.04	2.01	0.0725	0.14	0.0449	0.0535
TCGA.D7.A748.01A	0.16	0.221	0.404	2	2	2	0.0688	0.152	0.0121	0.0324
TCGA.D7.A74A.01A	0.9	0.747	0.093	2	2.34	2.3	0.525	0.222	0.00579	0.0444
TCGA.D7.A74B.01A	0.66	0.444	0	2	2.01	2	0.238	0.206	0	0
TCGA.EQ.5647.01A	0.83	0.494	0.0956	2	1.87	1.89	0.0769	0.417	0.0175	0.0189
TCGA.EQ.8122.01A	0.91	0.329	0.17	2	1.82	1.83	0.0177	0.311	0.0501	0.0059
TCGA.EQ.A4SO.01A	0.78	0.544	0.0708	2	1.89	1.92	0.215	0.329	0.00161	0.0161
TCGA.F1.6177.01A	0.87	0.31	0.176	2	2.03	2.03	0.153	0.158	0	0.0547
TCGA.F1.6874.01A	0.64	0.209	0.00806	2	2.02	2.01	0.059	0.15	0	0.00169
TCGA.F1.6875.01A	0.87	0.742	0.417	6	4.93	5.07	0.0977	0.644	0	0
TCGA.F1.A448.01A	0.14	0.205	0.486	2	2.04	2.01	0.0731	0.132	0.0492	0.0253
