sampleid	purity	PC	PoP	Euploidy	pl.tumor	pl.overall	%amp	%del	%del.loh	%cn.loh
TCGA.22.A5C4.01A	0.68	0.534	0.405	4	3.89	3.92	0.185	0.349	0	0
TCGA.33.4532.01A	0.82	0.671	0.252	4	4	4	0.234	0.437	0	0
TCGA.33.4533.01A	0.85	0.828	0.237	4	3.95	3.96	0.231	0.596	0	0
TCGA.33.4538.01A	0.69	0.537	0.0293	2	1.77	1.84	0.121	0.416	0	0.0122
TCGA.33.4547.01A	0.52	0.354	0.638	4	3.53	3.76	0.023	0.331	0	0
TCGA.33.4566.01A	0.58	0.557	0.121	2	1.91	1.95	0.214	0.343	0	0.0531
TCGA.33.4579.01A	0.82	0.19	0.0412	2	1.98	1.99	0.0548	0.135	0.00783	0
TCGA.33.4582.01A	0.56	0.753	0.341	4	3.57	3.76	0.204	0.548	0	0
TCGA.33.4583.01A	0.64	0.457	0.646	4	3.82	3.89	0.156	0.3	0	0
TCGA.33.4586.01A	0.51	0.247	0.463	2	2.3	2.15	0.236	0.0107	0	0.00152
TCGA.33.4587.01A	0.91	0.624	0.345	4	4.14	4.13	0.36	0.264	0	0
TCGA.33.4589.01A	0.25	0.295	0.554	2	1.93	1.98	0.0721	0.223	0.0861	0.0264
TCGA.33.6737.01A	0.58	0.585	0.109	2	1.98	1.99	0.27	0.315	0	0.0311
TCGA.33.6738.01A	0.32	0.258	0.282	2	2.1	2.03	0.111	0.147	0.0178	0
TCGA.33.A4WN.01A	0.29	0.193	0.523	2	2.3	2.09	0.134	0.0592	0.00523	0
TCGA.33.A5GW.01A	0.82	0.476	0.163	2	1.69	1.75	0.0608	0.415	0.0699	0.00456
TCGA.33.AAS8.01A	0.6	0.196	0.153	2	2.04	2.02	0.0644	0.132	0	0.0135
TCGA.33.AASB.01A	0.53	0.78	0.434	4	3.65	3.81	0.182	0.598	0	0
TCGA.33.AASD.01A	0.79	0.503	0.0466	2	1.74	1.8	0.0969	0.406	0.0109	0
TCGA.33.AASI.01A	0.51	0.464	0.774	4	3.43	3.71	0.0782	0.385	0	0
TCGA.33.AASJ.01A	0.69	0.801	0.297	4	3.94	3.96	0.258	0.542	0	0
TCGA.33.AASL.01A	0.39	0.629	0.421	2	1.68	1.87	0.147	0.482	0.174	0.0453
TCGA.34.2596.01A	0.53	0.743	0.589	2	2.79	2.42	0.454	0.289	0	0.0633
TCGA.34.2600.01A	0.92	0.598	0.571	4	3.48	3.53	0.0881	0.51	0	0
TCGA.34.2604.01A	0.9	0.101	0.104	2	2.04	2.04	0.0601	0.0405	0	0.00751
TCGA.34.2608.01A	0.25	0.0619	0.219	2	2.05	2.01	0.0329	0.029	0.00387	0.00193
TCGA.34.2609.01A	0.49	0.617	0.658	4	3.75	3.88	0.211	0.406	0	0
TCGA.34.5231.01A	0.8	0.545	0.369	4	3.42	3.54	0.0731	0.472	0	0
TCGA.34.5232.01A	0.21	0.502	0.179	2	2.08	2.02	0.306	0.196	0.0502	0
TCGA.34.5234.01A	0.15	0.188	0.528	2	1.91	1.99	0.00873	0.18	0.0419	0.0524
TCGA.34.5236.01A	0.26	0.442	0.482	2	2.11	2.03	0.196	0.246	0.0543	0.0678
TCGA.34.5239.01A	0.57	0.683	0.457	4	3.73	3.85	0.168	0.514	0	0
TCGA.34.5240.01A	0.7	0.742	0.0742	2	1.7	1.79	0.114	0.629	0.00178	0.00888
TCGA.34.5927.01A	0.77	0.474	0.106	2	1.7	1.77	0.0352	0.439	0.0402	0.0101
TCGA.34.5928.01A	0.49	0.477	0.375	2	2.43	2.21	0.348	0.129	0	0.0408
TCGA.34.5929.01A	0.78	0.422	0.59	4	3.41	3.54	0.0536	0.369	0	0
TCGA.34.7107.01A	0.7	0.576	0.31	4	3.63	3.74	0.126	0.45	0	0
TCGA.34.8454.01A	0.38	0.481	0.115	2	2.2	2.07	0.413	0.0685	0	0.0111
TCGA.34.8456.01A	0.73	0.563	0.0497	2	1.83	1.87	0.133	0.43	0.00699	0.00699
TCGA.34.A5IX.01A	0.21	0.339	0.46	2	2.5	2.1	0.241	0.0976	0.0331	0.00472
TCGA.37.3783.01A	0.34	0.288	0.721	2	2.28	2.09	0.206	0.0824	0.0373	0.0647
TCGA.37.3789.01A	0.59	0.531	0.261	2	1.94	1.97	0.203	0.328	0.0362	0.0805
TCGA.37.3792.01A	0.46	0.46	0.172	2	2.1	2.05	0.268	0.192	0	0.0101
TCGA.37.4129.01A	0.28	0.323	0.212	2	1.68	1.91	0.0835	0.24	0.00596	0
TCGA.37.4130.01A	0.59	0.771	0.365	4	3.87	3.92	0.345	0.426	0	0
TCGA.37.4132.01A	0.53	0.706	0.277	2	2.46	2.24	0.42	0.286	0	0
TCGA.37.4133.01A	0.79	0.424	0.27	2	2.06	2.05	0.171	0.253	0.013	0.0637
TCGA.37.4135.01A	0.8	0.839	0.0796	2	2.16	2.13	0.409	0.43	0.0104	0.00209
TCGA.37.4141.01A	0.76	0.545	0.428	4	3.42	3.56	0.111	0.433	0	0
TCGA.37.5819.01A	0.83	0.669	0.423	4	3.28	3.41	0.0979	0.571	0	0
TCGA.37.A5EL.01A	0.75	0.735	0.135	2	1.98	1.99	0.299	0.437	0.0375	0.0171
TCGA.37.A5EN.01A	0.65	0.582	0.134	2	2.1	2.06	0.303	0.279	0.0139	0.0104
TCGA.39.5011.01A	0.23	0.345	0.243	2	2.24	2.06	0.181	0.164	0.0205	0.00341
TCGA.39.5016.01A	0.58	0.23	0.56	2	2.26	2.15	0.202	0.0276	0	0.00307
TCGA.39.5019.01A	0.6	0.227	0.316	2	2.2	2.12	0.177	0.0499	0	0.0205
TCGA.39.5021.01A	0.29	0.243	0.37	2	2.13	2.04	0.105	0.137	0.0176	0.00176
TCGA.39.5022.01A	0.15	0.4	0.545	2	2.02	2	0.148	0.253	0.0939	0.069
TCGA.39.5024.01A	0.76	0.199	0.0844	2	2.03	2.02	0.0789	0.12	0	0.00129
TCGA.39.5027.01A	0.63	0.568	0.0806	2	1.83	1.89	0.2	0.368	0.0186	0
TCGA.39.5028.01A	0.17	0.405	0.474	2	1.97	2	0.165	0.24	0.0693	0.0604
TCGA.39.5029.01A	0.45	0.293	0.307	2	2.13	2.06	0.168	0.125	0	0.015
TCGA.39.5030.01A	0.18	0.183	0.351	2	1.87	1.98	0.0363	0.147	0.0512	0.0033
TCGA.39.5031.01A	0.46	0.223	0.167	2	2.26	2.12	0.166	0.0565	0	0.00323
TCGA.39.5034.01A	0.59	0.662	0.43	4	3.75	3.85	0.113	0.549	0	0
TCGA.39.5035.01A	0.59	0.191	0.264	2	2.17	2.1	0.102	0.0888	0	0.00444
TCGA.39.5036.01A	0.59	0.56	0.322	4	3.64	3.79	0.104	0.455	0	0
TCGA.39.5037.01A	0.61	0.752	0.392	4	4.19	4.12	0.336	0.415	0	0
TCGA.39.5039.01A	0.96	0.255	0.00725	2	1.97	1.98	0.0444	0.211	0	0
