sampleid	purity	PC	PoP	Euploidy	pl.tumor	pl.overall	%amp	%del	%del.loh	%cn.loh
TCGA.AA.3522.01A	0.27	0.0723	0.175	2	2.03	2.01	0.0289	0.0434	0.00904	0
TCGA.AA.3524.01A	0.87	0.263	0.623	4	4.17	4.15	0.143	0.119	0	0
TCGA.AA.3525.01A	0.24	0.0464	0	2	2	2	0.0222	0.0242	0	0
TCGA.AA.3526.01A	0.8	0.231	0.168	2	1.99	2	0.0693	0.162	0.0118	0.0135
TCGA.AA.3527.01A	0.82	0.157	0.384	2	2.03	2.03	0.0457	0.112	0	0.0603
TCGA.AA.3529.01A	0.62	0.387	0.167	2	2.18	2.11	0.22	0.167	0.0141	0.0383
TCGA.AA.3530.01A	0.79	0.419	0.0959	2	1.94	1.95	0.13	0.289	0	0.0287
TCGA.AA.3531.01A	0.93	0.381	0.16	2	1.95	1.95	0.13	0.251	0.0486	0
TCGA.AA.3532.01A	0.54	0.285	0.399	2	2.22	2.12	0.205	0.0806	0	0.00525
TCGA.AA.3534.01A	0.87	0.94	0.00142	2	1.8	1.83	0.4	0.54	0	0.00133
TCGA.AA.3538.01A	0.7	0.636	0.0744	2	2.06	2.04	0.302	0.333	0.0103	0.00412
TCGA.AA.3542.01A	0.95	0.677	0.241	4	3.48	3.5	0.0886	0.589	0	0
TCGA.AA.3543.01A	0.71	0.313	0.201	2	2.05	2.04	0.177	0.136	0.00407	0.0102
TCGA.AA.3544.01A	0.71	0.513	0.217	2	2.16	2.11	0.262	0.252	0.0243	0.0162
TCGA.AA.3548.01A	0.8	0.366	0.319	4	3.7	3.76	0.07	0.296	0	0
TCGA.AA.3549.01A	0.73	0.405	0.0521	2	1.95	1.96	0.127	0.278	0.0211	0
TCGA.AA.3552.01A	0.67	0.713	0.465	4	3.44	3.62	0.13	0.584	0	0
TCGA.AA.3553.01A	0.75	0.766	0.411	4	3.44	3.58	0.0994	0.667	0	0
TCGA.AA.3554.01A	0.79	0.251	0	2	2	2	0.0978	0.154	0	0
TCGA.AA.3555.01A	0.78	0.0444	0	2	2	2	0.00741	0.037	0	0
TCGA.AA.3556.01A	0.79	0.223	0.0508	2	2.01	2	0.0813	0.142	0.0113	0
TCGA.AA.3558.01A	0.9	0.391	0.245	2	2.14	2.13	0.208	0.183	0	0.0305
TCGA.AA.3560.01A	0.84	0.684	0.296	6	5.24	5.36	0.0886	0.595	0	0
TCGA.AA.3561.01A	0.93	0.411	0.197	4	4.12	4.11	0.206	0.204	0	0
TCGA.AA.3562.01A	0.7	0.565	0.265	4	3.97	3.98	0.215	0.35	0	0
TCGA.AA.3655.01A	0.88	0.427	0.0229	2	1.94	1.95	0.165	0.263	0.0098	0
TCGA.AA.3660.01A	0.7	0.641	0.106	2	1.87	1.91	0.171	0.47	0.0414	0.0094
TCGA.AA.3662.01A	0.81	0.809	0.275	6	6.03	6.02	0.432	0.377	0	0
TCGA.AA.3663.01A	0.65	0.348	0.131	2	2.04	2.02	0.0877	0.26	0	0.0254
TCGA.AA.3664.01A	0.8	0.472	0.0213	2	2.06	2.05	0.215	0.257	0.00201	0
TCGA.AA.3666.01A	0.83	0.797	0.237	2	2.47	2.39	0.551	0.246	0.00197	0.0374
TCGA.AA.3667.01A	0.83	0.422	0.0583	2	2.15	2.13	0.238	0.184	0.0082	0
TCGA.AA.3672.01A	0.11	0.127	0.836	2	2.05	2.01	0.0417	0.0851	0.0503	0.0174
TCGA.AA.3673.01A	0.69	0.577	0.0175	2	2.02	2.01	0.2	0.377	0.00405	0
TCGA.AA.3675.01A	0.78	0.212	0.0283	2	2.08	2.07	0.114	0.098	0	0.006
TCGA.AA.3678.01A	0.61	0.457	0.368	2	1.92	1.95	0.13	0.326	0.0949	0.0613
